year,hbr,admission_type,age_group,sex,diagnosis,number_of_discharges,crude_rate,easr,hb_name
2017,S08000015,Emergency,75plus years,Male,Stroke,156,1058.488262,1114.066621,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Male,Subarachnoid Haemorrhage,4,27.14072466,25.00144299,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Male,TIAs and related syndromes,69,468.1775003,456.4375983,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Female,Cerebrovascular Disease,366,1762.411518,1724.443214,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Female,Stroke,251,1208.648336,1178.322623,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Female,Subarachnoid Haemorrhage,5,24.07666009,23.78163261,Ayrshire and Arran
2017,S08000015,Emergency,75plus years,Female,TIAs and related syndromes,85,409.3032215,406.669389,Ayrshire and Arran
2017,S08000015,Transfer,All,All,Cerebrovascular Disease,1558,420.6149942,385.4987783,Ayrshire and Arran
2017,S08000015,Transfer,All,All,Stroke,1059,285.8994088,264.0940163,Ayrshire and Arran
2017,S08000015,Transfer,All,All,Subarachnoid Haemorrhage,102,27.53705354,23.46322714,Ayrshire and Arran
2017,S08000015,Transfer,All,All,TIAs and related syndromes,256,69.11260495,62.42545133,Ayrshire and Arran
2017,S08000015,Transfer,All,Male,Cerebrovascular Disease,724,407.6347053,406.4001012,Ayrshire and Arran
2017,S08000015,Transfer,All,Male,Stroke,506,284.8938686,287.2723695,Ayrshire and Arran
2017,S08000015,Transfer,All,Male,Subarachnoid Haemorrhage,26,14.63881538,12.85827637,Ayrshire and Arran
2017,S08000015,Transfer,All,Male,TIAs and related syndromes,118,66.43770058,64.12942775,Ayrshire and Arran
2017,S08000015,Transfer,All,Female,Cerebrovascular Disease,834,432.5726141,364.5974553,Ayrshire and Arran
2017,S08000015,Transfer,All,Female,Stroke,553,286.8257261,240.9156631,Ayrshire and Arran
2017,S08000015,Transfer,All,Female,Subarachnoid Haemorrhage,76,39.41908714,34.0681779,Ayrshire and Arran
2017,S08000015,Transfer,All,Female,TIAs and related syndromes,138,71.57676349,60.72147492,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,All,Cerebrovascular Disease,31,17.27760655,18.94921273,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,All,Stroke,22,12.26152723,13.40110727,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,All,Subarachnoid Haemorrhage,3,1.67202644,1.660849607,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,All,TIAs and related syndromes,5,2.786710734,3.225947675,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Male,Cerebrovascular Disease,10,11.24290292,13.51321869,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Male,Stroke,6,6.745741751,8.079225709,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Male,TIAs and related syndromes,3,3.372870875,4.111376624,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Female,Cerebrovascular Disease,21,23.21006211,24.38520677,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Female,Stroke,16,17.68385685,18.72298883,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Female,Subarachnoid Haemorrhage,3,3.315723159,3.321699214,Ayrshire and Arran
2017,S08000015,Transfer,0-44 years,Female,TIAs and related syndromes,2,2.210482106,2.340518726,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,All,Cerebrovascular Disease,381,348.5818847,346.9817921,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,All,Stroke,224,204.9405306,206.0379798,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,All,Subarachnoid Haemorrhage,58,53.06495883,51.38183357,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,All,TIAs and related syndromes,75,68.61848124,67.76817398,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Male,Cerebrovascular Disease,221,426.0980218,419.7511508,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Male,Stroke,148,285.3507114,281.8230899,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Male,Subarachnoid Haemorrhage,21,40.4889523,39.42843398,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Male,TIAs and related syndromes,39,75.19376856,73.64871656,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Female,Cerebrovascular Disease,160,278.5806317,274.2124333,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Female,Stroke,76,132.3258,130.2528698,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Female,Subarachnoid Haemorrhage,37,64.42177108,63.33523317,Ayrshire and Arran
2017,S08000015,Transfer,45-64 years,Female,TIAs and related syndromes,36,62.68064213,61.88763139,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,All,Cerebrovascular Disease,344,744.8789572,747.5231869,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,All,Stroke,247,534.840414,538.5726621,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,All,Subarachnoid Haemorrhage,27,58.46433675,56.60298947,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,All,TIAs and related syndromes,47,101.7712529,103.1577096,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Male,Cerebrovascular Disease,173,784.1892933,786.0935926,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Male,Stroke,132,598.3409637,600.46005,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Male,Subarachnoid Haemorrhage,4,18.13154435,17.75926509,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Male,TIAs and related syndromes,28,126.9208105,127.5158116,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Female,Cerebrovascular Disease,171,708.9258323,708.9527811,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Female,Stroke,115,476.7629866,476.6852743,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Female,Subarachnoid Haemorrhage,23,95.35259732,95.44671385,Ayrshire and Arran
2017,S08000015,Transfer,65-74 years,Female,TIAs and related syndromes,19,78.76953692,78.79960753,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,All,Cerebrovascular Disease,756,225.7356564,198.5414114,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,All,Stroke,493,147.2059241,130.0953759,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,All,Subarachnoid Haemorrhage,88,26.27610815,22.47951492,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,All,TIAs and related syndromes,127,37.92120153,33.55179929,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Male,Cerebrovascular Disease,404,248.0475465,220.9571652,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Male,Stroke,286,175.5980156,156.1474791,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Male,Subarachnoid Haemorrhage,25,15.34947689,13.53105257,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Male,TIAs and related syndromes,70,42.97853529,38.6002346,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Female,Cerebrovascular Disease,352,204.6119059,176.1256577,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Female,Stroke,207,120.3257515,104.0432728,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Female,Subarachnoid Haemorrhage,63,36.62088088,31.42797727,Ayrshire and Arran
2017,S08000015,Transfer,under75 years,Female,TIAs and related syndromes,57,33.13317794,28.50336398,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,All,Cerebrovascular Disease,802,2258.836784,2275.845487,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,All,Stroke,566,1594.14167,1618.969158,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,All,Subarachnoid Haemorrhage,14,39.43106605,33.40965062,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,All,TIAs and related syndromes,129,363.3291086,354.3701553,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Male,Cerebrovascular Disease,320,2171.257973,2281.434232,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Male,Stroke,220,1492.739856,1613.090706,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Male,Subarachnoid Haemorrhage,1,6.785181164,6.055761451,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Male,TIAs and related syndromes,48,325.6886959,322.2579363,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Female,Cerebrovascular Disease,482,2320.990032,2270.256742,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Female,Stroke,346,1666.104878,1624.84761,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Female,Subarachnoid Haemorrhage,13,62.59931622,60.76353979,Ayrshire and Arran
2017,S08000015,Transfer,75plus years,Female,TIAs and related syndromes,81,390.0418934,386.4823744,Ayrshire and Arran
2017,S08000016,All,All,All,Cerebrovascular Disease,752,653.7993392,561.910733,Borders
2017,S08000016,All,All,All,Stroke,496,431.2293514,371.0077602,Borders
2017,S08000016,All,All,All,Subarachnoid Haemorrhage,24,20.86593636,17.12881656,Borders
2017,S08000016,All,All,All,TIAs and related syndromes,137,119.10972,99.85833357,Borders
2017,S08000016,All,All,Male,Cerebrovascular Disease,388,695.4776031,641.1284072,Borders
2017,S08000016,All,All,Male,Stroke,255,457.0793526,427.1649894,Borders
2017,S08000016,All,All,Male,Subarachnoid Haemorrhage,5,8.962340246,7.270964615,Borders
2017,S08000016,All,All,Male,TIAs and related syndromes,72,129.0576995,114.6637139,Borders
2017,S08000016,All,All,Female,Cerebrovascular Disease,364,614.5430602,482.6930588,Borders
2017,S08000016,All,All,Female,Stroke,241,406.8815316,314.8505309,Borders
2017,S08000016,All,All,Female,Subarachnoid Haemorrhage,19,32.0777971,26.98666851,Borders
2017,S08000016,All,All,Female,TIAs and related syndromes,65,109.7398322,85.0529532,Borders
2017,S08000016,All,0-44 years,All,Cerebrovascular Disease,19,36.68591068,38.38738122,Borders
2017,S08000016,All,0-44 years,All,Stroke,12,23.17004885,23.62190483,Borders
2017,S08000016,All,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,All,0-44 years,All,TIAs and related syndromes,3,5.792512213,6.706954228,Borders
2017,S08000016,All,0-44 years,Male,Cerebrovascular Disease,14,54.70032039,56.84956213,Borders
2017,S08000016,All,0-44 years,Male,Stroke,12,46.8859889,47.24380965,Borders
2017,S08000016,All,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,All,0-44 years,Male,TIAs and related syndromes,2,7.814331484,9.605752473,Borders
2017,S08000016,All,0-44 years,Female,Cerebrovascular Disease,5,19.0861549,19.92520032,Borders
2017,S08000016,All,0-44 years,Female,Stroke,0,0,0,Borders
2017,S08000016,All,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,All,0-44 years,Female,TIAs and related syndromes,1,3.817230981,3.808155982,Borders
2017,S08000016,All,45-64 years,All,Cerebrovascular Disease,160,450.3236701,441.6168649,Borders
2017,S08000016,All,45-64 years,All,Stroke,91,256.1215874,250.822566,Borders
2017,S08000016,All,45-64 years,All,Subarachnoid Haemorrhage,22,61.91950464,59.65234911,Borders
2017,S08000016,All,45-64 years,All,TIAs and related syndromes,32,90.06473403,89.95214155,Borders
2017,S08000016,All,45-64 years,Male,Cerebrovascular Disease,93,535.0978136,520.1943126,Borders
2017,S08000016,All,45-64 years,Male,Stroke,55,316.4556962,306.5934668,Borders
2017,S08000016,All,45-64 years,Male,Subarachnoid Haemorrhage,5,28.76869965,27.43760232,Borders
2017,S08000016,All,45-64 years,Male,TIAs and related syndromes,27,155.3509781,153.0486383,Borders
2017,S08000016,All,45-64 years,Female,Cerebrovascular Disease,67,369.1460055,363.0394173,Borders
2017,S08000016,All,45-64 years,Female,Stroke,36,198.3471074,195.0516652,Borders
2017,S08000016,All,45-64 years,Female,Subarachnoid Haemorrhage,17,93.66391185,91.8670959,Borders
2017,S08000016,All,45-64 years,Female,TIAs and related syndromes,5,27.54820937,26.85564478,Borders
2017,S08000016,All,65-74 years,All,Cerebrovascular Disease,177,1126.31244,1135.309769,Borders
2017,S08000016,All,65-74 years,All,Stroke,126,801.7817372,807.6855288,Borders
2017,S08000016,All,65-74 years,All,Subarachnoid Haemorrhage,1,6.363347121,6.197169133,Borders
2017,S08000016,All,65-74 years,All,TIAs and related syndromes,35,222.7171492,225.7962653,Borders
2017,S08000016,All,65-74 years,Male,Cerebrovascular Disease,113,1469.631942,1473.631593,Borders
2017,S08000016,All,65-74 years,Male,Stroke,79,1027.4418,1030.086943,Borders
2017,S08000016,All,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,All,65-74 years,Male,TIAs and related syndromes,25,325.1398101,327.0240989,Borders
2017,S08000016,All,65-74 years,Female,Cerebrovascular Disease,64,797.4084226,796.9879436,Borders
2017,S08000016,All,65-74 years,Female,Stroke,47,585.5968104,585.2841145,Borders
2017,S08000016,All,65-74 years,Female,Subarachnoid Haemorrhage,1,12.4595066,12.39433827,Borders
2017,S08000016,All,65-74 years,Female,TIAs and related syndromes,10,124.595066,124.5684317,Borders
2017,S08000016,All,under75 years,All,Cerebrovascular Disease,356,345.5103071,282.3793195,Borders
2017,S08000016,All,under75 years,All,Stroke,229,222.2524166,180.2536144,Borders
2017,S08000016,All,under75 years,All,Subarachnoid Haemorrhage,23,22.32229512,18.08634645,Borders
2017,S08000016,All,under75 years,All,TIAs and related syndromes,70,67.93741993,56.2282205,Borders
2017,S08000016,All,under75 years,Male,Cerebrovascular Disease,220,434.2419517,355.2544766,Borders
2017,S08000016,All,under75 years,Male,Stroke,146,288.1787498,236.1736867,Borders
2017,S08000016,All,under75 years,Male,Subarachnoid Haemorrhage,5,9.869135266,7.990071005,Borders
2017,S08000016,All,under75 years,Male,TIAs and related syndromes,54,106.5866609,88.00277568,Borders
2017,S08000016,All,under75 years,Female,Cerebrovascular Disease,136,259.6757871,209.5041624,Borders
2017,S08000016,All,under75 years,Female,Stroke,83,158.4786054,124.3335421,Borders
2017,S08000016,All,under75 years,Female,Subarachnoid Haemorrhage,18,34.36885418,28.1826219,Borders
2017,S08000016,All,under75 years,Female,TIAs and related syndromes,16,30.5500926,24.45366531,Borders
2017,S08000016,All,75plus years,All,Cerebrovascular Disease,396,3304.405874,3388.283914,Borders
2017,S08000016,All,75plus years,All,Stroke,267,2227.970628,2299.744123,Borders
2017,S08000016,All,75plus years,All,Subarachnoid Haemorrhage,1,8.344459279,7.44712541,Borders
2017,S08000016,All,75plus years,All,TIAs and related syndromes,67,559.0787717,541.0072547,Borders
2017,S08000016,All,75plus years,Male,Cerebrovascular Disease,168,3277.409286,3531.631483,Borders
2017,S08000016,All,75plus years,Male,Stroke,109,2126.414358,2358.299272,Borders
2017,S08000016,All,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,All,75plus years,Male,TIAs and related syndromes,18,351.1509949,384.235423,Borders
2017,S08000016,All,75plus years,Female,Cerebrovascular Disease,228,3324.584427,3244.936344,Borders
2017,S08000016,All,75plus years,Female,Stroke,158,2303.878682,2241.188973,Borders
2017,S08000016,All,75plus years,Female,Subarachnoid Haemorrhage,1,14.58151064,14.89425082,Borders
2017,S08000016,All,75plus years,Female,TIAs and related syndromes,49,714.4940216,697.7790863,Borders
2017,S08000016,Elective,All,All,Cerebrovascular Disease,10,8.69414015,7.537657238,Borders
2017,S08000016,Elective,All,All,Stroke,1,0.869414015,0.695023631,Borders
2017,S08000016,Elective,All,All,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,All,All,TIAs and related syndromes,1,0.869414015,0.75220288,Borders
2017,S08000016,Elective,All,Male,Cerebrovascular Disease,6,10.7548083,8.987211028,Borders
2017,S08000016,Elective,All,Male,Stroke,1,1.792468049,1.390047262,Borders
2017,S08000016,Elective,All,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,All,Male,TIAs and related syndromes,1,1.792468049,1.50440576,Borders
2017,S08000016,Elective,All,Female,Cerebrovascular Disease,4,6.753220442,6.088103449,Borders
2017,S08000016,Elective,All,Female,Stroke,0,0,0,Borders
2017,S08000016,Elective,All,Female,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,All,Female,TIAs and related syndromes,0,0,0,Borders
2017,S08000016,Elective,0-44 years,All,Cerebrovascular Disease,1,1.930837404,1.904077991,Borders
2017,S08000016,Elective,0-44 years,All,Stroke,0,0,0,Borders
2017,S08000016,Elective,0-44 years,All,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,0-44 years,All,TIAs and related syndromes,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Male,Cerebrovascular Disease,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Male,Stroke,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Male,TIAs and related syndromes,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Female,Cerebrovascular Disease,1,3.817230981,3.808155982,Borders
2017,S08000016,Elective,0-44 years,Female,Stroke,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,0-44 years,Female,TIAs and related syndromes,0,0,0,Borders
2017,S08000016,Elective,45-64 years,All,Cerebrovascular Disease,5,14.07261469,13.83577267,Borders
2017,S08000016,Elective,45-64 years,All,Stroke,0,0,0,Borders
2017,S08000016,Elective,45-64 years,All,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,45-64 years,All,TIAs and related syndromes,1,2.814522938,2.838501433,Borders
2017,S08000016,Elective,45-64 years,Male,Cerebrovascular Disease,4,23.01495972,22.32904666,Borders
2017,S08000016,Elective,45-64 years,Male,Stroke,0,0,0,Borders
2017,S08000016,Elective,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,45-64 years,Male,TIAs and related syndromes,1,5.753739931,5.677002867,Borders
2017,S08000016,Elective,45-64 years,Female,Cerebrovascular Disease,1,5.509641873,5.342498687,Borders
2017,S08000016,Elective,45-64 years,Female,Stroke,0,0,0,Borders
2017,S08000016,Elective,45-64 years,Female,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,45-64 years,Female,TIAs and related syndromes,0,0,0,Borders
2017,S08000016,Elective,65-74 years,All,Cerebrovascular Disease,3,19.09004136,19.07611585,Borders
2017,S08000016,Elective,65-74 years,All,Stroke,1,6.363347121,6.619272674,Borders
2017,S08000016,Elective,65-74 years,All,Subarachnoid Haemorrhage,0,0,0,Borders
2017,S08000016,Elective,65-74 years,All,TIAs and related syndromes,0,0,0,Borders
2017,S08000016,Elective,65-74 years,Male,Cerebrovascular Disease,1,13.0055924,13.23854535,Borders
2017,S08000016,Elective,65-74 years,Male,Stroke,1,13.0055924,13.23854535,Borders
2017,S08000016,Elective,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,Borders
